BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,sale_year,sale_month
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,3690.0,1144.0,1950,1,A2,795000.0,2017-01-17,2017,1
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,6421.0,3061.0,2008,1,A1,1175000.0,2017-08-02,2017,8
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4140.0,2527.0,1945,1,A1,902000.0,2016-09-27,2016,9
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,1760.0,960.0,1945,1,A5,550000.0,2017-02-24,2017,2
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,1760.0,1440.0,1945,1,A5,675000.0,2016-12-27,2016,12
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,1760.0,1440.0,1945,1,A5,639888.0,2016-10-24,2016,10
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,1760.0,1440.0,1945,1,A5,570000.0,2017-08-09,2017,8
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2080.0,1140.0,1940,1,A5,721000.0,2017-05-22,2017,5
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2140.0,1140.0,1940,1,A5,645000.0,2016-09-20,2016,9
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,7500.0,1482.0,1930,1,A2,820000.0,2017-05-24,2017,5
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,3685.0,1056.0,1950,1,A5,635000.0,2016-09-02,2016,9
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,3770.0,1056.0,1950,1,A5,690000.0,2017-02-15,2017,2
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,4563.0,1824.0,1960,1,A2,845000.0,2016-10-07,2016,10
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3400.0,1490.0,1925,1,A1,845000.0,2016-11-16,2016,11
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3600.0,1578.0,1940,1,A1,600000.0,2017-04-06,2017,4
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3500.0,1485.0,1935,1,A1,950000.0,2017-04-28,2017,4
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3500.0,1224.0,1935,1,A1,990000.0,2016-12-08,2016,12
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2795.0,1188.0,1940,1,A1,740000.0,2017-06-19,2017,6
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2928.0,1461.0,1930,1,A1,810000.0,2017-02-13,2017,2
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2500.0,1632.0,1930,1,A1,815000.0,2017-07-27,2017,7
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2925.0,1504.0,1930,1,A5,755000.0,2017-06-02,2017,6
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,4550.0,1150.0,1950,1,A2,775000.0,2017-02-24,2017,2
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4400.0,1300.0,1940,1,A1,905000.0,2017-01-09,2017,1
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,1072.0,1232.0,1940,1,A5,680000.0,2017-06-01,2017,6
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3373.0,1495.0,1930,1,A1,920000.0,2017-03-16,2017,3
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4685.0,1495.0,1930,1,A1,889000.0,2017-07-26,2017,7
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2365.0,1395.0,1920,1,A5,762000.0,2016-11-29,2016,11
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,1950.0,1395.0,1920,1,A5,740000.0,2017-04-11,2017,4
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4411.0,1354.0,1925,1,A1,700000.0,2017-03-16,2017,3
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4000.0,1320.0,1930,1,A1,740000.0,2016-11-15,2016,11
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3325.0,1440.0,1930,1,A1,800000.0,2017-01-06,2017,1
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3325.0,1440.0,1930,1,A1,739000.0,2016-12-05,2016,12
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2500.0,1500.0,2007,1,A1,730000.0,2016-12-09,2016,12
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3325.0,1462.0,1925,1,A1,793000.0,2016-09-12,2016,9
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3000.0,1808.0,1935,1,A1,827500.0,2016-10-20,2016,10
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2500.0,1312.0,1935,1,A1,800000.0,2017-07-05,2017,7
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2854.0,1384.0,1935,1,A5,575000.0,2017-06-14,2017,6
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2575.0,1384.0,1935,1,A5,185000.0,2017-01-27,2017,1
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2835.0,1514.0,1940,1,A5,852000.0,2017-03-23,2017,3
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3500.0,1562.0,1940,1,A1,878500.0,2017-06-30,2017,6
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2100.0,1248.0,1925,1,A5,660000.0,2017-01-18,2017,1
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3000.0,1456.0,1930,1,A1,753000.0,2016-12-06,2016,12
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4000.0,1445.0,1920,1,A1,890000.0,2017-02-06,2017,2
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2542.0,1640.0,1930,1,A1,450000.0,2016-10-21,2016,10
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4000.0,1842.0,1925,1,A1,930000.0,2017-01-24,2017,1
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2500.0,1552.0,1930,1,A1,900000.0,2017-05-30,2017,5
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,1520.0,992.0,1950,1,A5,680000.0,2017-01-18,2017,1
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A9,11357,1,0,1,7000.0,1600.0,1920,1,A9,1025000.0,2016-11-28,2016,11
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2000.0,1114.0,1920,1,A1,650000.0,2017-08-16,2017,8
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2400.0,1536.0,1920,1,A1,830000.0,2017-03-06,2017,3
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3800.0,1704.0,1955,1,A1,980000.0,2017-07-31,2017,7
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,3000.0,1106.0,1925,1,A2,700000.0,2016-09-28,2016,9
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2470.0,1088.0,1950,1,A5,735000.0,2017-07-27,2017,7
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2375.0,1088.0,1950,1,A5,660000.0,2017-03-03,2017,3
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A0,11357,1,0,1,4500.0,1160.0,1925,1,A0,730000.0,2016-11-22,2016,11
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,4000.0,999.0,1950,1,A2,900000.0,2017-02-22,2017,2
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3400.0,1408.0,1940,1,A1,908000.0,2017-05-15,2017,5
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2500.0,1065.0,1920,1,A1,650000.0,2016-10-17,2016,10
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4099.0,1090.0,1920,1,A1,650000.0,2016-12-22,2016,12
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,5500.0,1480.0,1955,1,A2,999000.0,2017-01-18,2017,1
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2056.0,1554.0,1965,1,A1,835000.0,2017-02-27,2017,2
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2250.0,1292.0,1930,1,A1,740000.0,2017-07-11,2017,7
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,1800.0,1080.0,1940,1,A5,625000.0,2016-09-19,2016,9
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A5,11357,1,0,1,2000.0,840.0,1940,1,A5,670000.0,2016-12-12,2016,12
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,5126.0,1118.0,1950,1,A2,780000.0,2016-10-20,2016,10
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,5343.0,3000.0,2004,1,A1,980000.0,2016-12-05,2016,12
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,7250.0,1680.0,1945,1,A1,1538888.0,2017-06-19,2017,6
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,2055.0,1476.0,1960,1,A1,615000.0,2017-02-15,2017,2
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4200.0,1853.0,1950,1,A1,642000.0,2017-04-26,2017,4
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,4000.0,1144.0,1955,1,A2,850000.0,2016-09-21,2016,9
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,3895.0,1050.0,1960,1,A2,725000.0,2016-12-28,2016,12
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,4000.0,1050.0,1950,1,A2,850000.0,2017-06-29,2017,6
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4000.0,1404.0,1940,1,A1,808000.0,2016-09-12,2016,9
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,4000.0,1248.0,1950,1,A2,863000.0,2017-05-19,2017,5
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A2,11357,1,0,1,4000.0,1248.0,1950,1,A2,935000.0,2016-11-09,2016,11
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A0,11357,1,0,1,4171.0,1170.0,1960,1,A0,755000.0,2016-12-14,2016,12
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A0,11357,1,0,1,3977.0,985.0,1950,1,A0,750000.0,2017-03-10,2017,3
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4022.0,985.0,1948,1,A1,979000.0,2017-05-19,2017,5
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A0,11357,1,0,1,3977.0,985.0,1950,1,A0,750000.0,2016-09-29,2016,9
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A0,11357,1,0,1,3977.0,1025.0,1950,1,A0,840000.0,2017-08-28,2017,8
Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,4000.0,1260.0,1950,1,A1,938000.0,2017-06-30,2017,6
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,2650.0,1653.0,1915,1,B3,752000.0,2016-12-19,2016,12
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,3360.0,2895.0,1980,1,B2,1150000.0,2017-01-11,2017,1
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,3640.0,2895.0,1980,1,B2,1490000.0,2017-05-23,2017,5
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,5511.0,3388.0,1970,1,B2,1238000.0,2017-08-10,2017,8
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,4500.0,1449.0,1945,1,B2,927000.0,2017-06-29,2017,6
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,A1,11357,1,0,1,3323.0,1449.0,1954,1,B2,999000.0,2016-09-08,2016,9
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,4147.0,1810.0,1915,1,B3,535000.0,2017-02-10,2017,2
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,4264.0,1751.0,1925,1,B3,838000.0,2017-06-13,2017,6
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B9,11357,2,0,2,3696.0,2612.0,1935,1,B9,595000.0,2016-12-01,2016,12
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,2500.0,1566.0,1935,1,B3,830000.0,2017-08-15,2017,8
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,3210.0,1952.0,2008,1,B1,990000.0,2017-06-15,2017,6
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,4000.0,2304.0,1950,1,B2,1385000.0,2017-06-22,2017,6
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,2598.0,2204.0,2007,1,B2,1410000.0,2017-02-27,2017,2
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,3288.0,2024.0,2008,1,B1,1270000.0,2016-12-19,2016,12
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,5000.0,2250.0,1920,1,B3,1500000.0,2016-11-21,2016,11
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,5000.0,1440.0,1910,1,B1,1580000.0,2017-07-21,2017,7
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,3000.0,1958.0,1935,1,B3,935000.0,2017-08-16,2017,8
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,2500.0,1392.0,1940,1,B3,162956.0,2017-06-01,2017,6
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,2742.0,2208.0,1960,1,B1,880000.0,2017-01-23,2017,1
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,5000.0,2208.0,1901,1,B2,1140000.0,2017-07-31,2017,7
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,1967.0,1412.0,1930,1,B1,730000.0,2017-06-28,2017,6
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,3000.0,1680.0,2016,1,B2,1400093.0,2017-04-21,2017,4
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,3000.0,1680.0,2016,1,B2,1375000.0,2017-04-21,2017,4
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,4000.0,2000.0,1930,1,B2,1100000.0,2016-12-06,2016,12
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,3000.0,2108.0,2015,1,B2,1354272.0,2016-11-09,2016,11
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,3000.0,2108.0,2015,1,B2,1354272.0,2016-11-04,2016,11
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,5000.0,3176.0,1930,1,B3,950000.0,2017-08-23,2017,8
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,4742.0,2610.0,1945,1,B2,1216000.0,2016-10-31,2016,10
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,5000.0,2786.0,1910,1,B3,980000.0,2017-06-23,2017,6
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,2500.0,1552.0,1930,1,B3,825000.0,2016-11-01,2016,11
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B9,11357,2,0,2,2375.0,2337.0,1950,1,B9,1125000.0,2017-02-28,2017,2
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,3192.0,2990.0,1960,1,B1,1380000.0,2016-11-02,2016,11
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,3083.0,2300.0,1960,1,B1,1200000.0,2017-04-26,2017,4
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,5687.0,2300.0,1960,1,B2,1245000.0,2016-09-12,2016,9
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,3000.0,1840.0,1991,1,B1,1050000.0,2017-01-05,2017,1
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,3000.0,1184.0,1925,1,B3,900000.0,2016-11-15,2016,11
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,5000.0,2077.0,1955,1,B2,1160000.0,2017-04-03,2017,4
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,4165.0,3574.0,2005,1,B2,1230000.0,2017-03-16,2017,3
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,6161.0,3040.0,2015,1,B2,1820631.0,2017-06-26,2017,6
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,3675.0,3000.0,2015,1,B2,1654656.0,2017-03-15,2017,3
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,3150.0,2176.0,2014,1,B2,1282995.0,2016-12-09,2016,12
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,4050.0,1170.0,1955,1,B2,980000.0,2017-04-07,2017,4
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,4100.0,2304.0,1950,1,B3,1525000.0,2016-11-02,2016,11
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,5000.0,3401.0,2006,1,B2,1350000.0,2017-01-09,2017,1
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,3343.0,1829.0,1930,1,B1,900000.0,2017-02-24,2017,2
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,3348.0,2640.0,1960,1,B2,230000.0,2017-05-19,2017,5
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B2,11357,2,0,2,3360.0,2440.0,1960,1,B2,1080000.0,2017-07-12,2017,7
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,1319.0,2394.0,1940,1,B1,700000.0,2017-02-07,2017,2
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,2250.0,1980.0,1955,1,B1,200000.0,2017-02-17,2017,2
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,4570.0,2550.0,1993,1,B1,1220000.0,2016-09-26,2016,9
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,5029.0,2550.0,1993,1,B1,1300000.0,2016-11-22,2016,11
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,2660.0,2200.0,1950,1,B1,1310000.0,2017-06-28,2017,6
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,3588.0,1504.0,1980,1,B1,998000.0,2017-02-08,2017,2
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,4060.0,2152.0,1960,1,B3,1150000.0,2016-10-19,2016,10
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,4063.0,1773.0,1950,1,B1,980000.0,2016-10-27,2016,10
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B3,11357,2,0,2,5451.0,3432.0,1950,1,B3,1180000.0,2016-11-18,2016,11
Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,B1,11357,2,0,2,6000.0,2288.0,1980,1,B1,1453000.0,2016-11-09,2016,11
Queens,WHITESTONE,03 THREE FAMILY DWELLINGS                  ,1,C0,11357,3,0,3,5344.0,3388.0,1970,1,C0,1218000.0,2016-09-07,2016,9
Queens,WHITESTONE,03 THREE FAMILY DWELLINGS                  ,1,C0,11357,3,0,3,3040.0,3364.0,1970,1,C0,1320000.0,2016-10-07,2016,10
Queens,WHITESTONE,03 THREE FAMILY DWELLINGS                  ,1,C0,11357,3,0,3,3800.0,3220.0,1970,1,C0,475000.0,2017-01-10,2017,1
Queens,WHITESTONE,03 THREE FAMILY DWELLINGS                  ,1,C0,11357,3,0,3,2550.0,2836.0,1965,1,C0,990000.0,2017-07-10,2017,7
Queens,WHITESTONE,03 THREE FAMILY DWELLINGS                  ,1,C0,11357,3,0,3,2900.0,2967.0,1960,1,C0,1400000.0,2017-07-27,2017,7
Queens,WHITESTONE,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,11357,4,0,4,4560.0,2888.0,1950,2,C3,1285000.0,2017-07-28,2017,7
Queens,WHITESTONE,22 STORE BUILDINGS                         ,4,K1,11357,0,1,1,2500.0,2475.0,1952,4,K1,735000.0,2017-03-09,2017,3
Queens,WHITESTONE,27 FACTORIES                               ,4,F5,11357,0,4,4,8610.0,5800.0,1940,4,F5,1300000.0,2016-11-01,2016,11
Queens,WHITESTONE,29 COMMERCIAL GARAGES                      ,4,G2,11357,0,1,1,1296.0,800.0,1930,4,G2,280000.0,2017-05-16,2017,5
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A5,11421,1,0,1,1878.0,2128.0,1955,1,A5,580000.0,2016-12-27,2016,12
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,1963.0,1650.0,1910,1,A1,250000.0,2017-07-31,2017,7
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,1600.0,1312.0,1920,1,A1,300000.0,2016-12-22,2016,12
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,S1,11421,1,1,2,1880.0,2560.0,1920,1,S1,960000.0,2016-10-26,2016,10
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,2500.0,1442.0,1920,1,A1,400000.0,2016-10-13,2016,10
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,2523.0,1662.0,1915,1,A1,325000.0,2017-08-24,2017,8
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,5046.0,4034.0,1910,1,A1,680000.0,2017-06-21,2017,6
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,2000.0,1236.0,1930,1,A1,559000.0,2017-07-11,2017,7
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,2000.0,1362.0,1920,1,A1,406250.0,2017-04-18,2017,4
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,2000.0,1382.0,1920,1,A1,565000.0,2017-05-22,2017,5
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,2000.0,1340.0,1910,1,A1,475000.0,2017-03-24,2017,3
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A5,11421,1,0,1,656.0,1120.0,1935,1,A5,278000.0,2016-09-22,2016,9
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,2000.0,1320.0,1910,1,A1,515000.0,2017-01-31,2017,1
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,5000.0,2240.0,1910,1,A1,720000.0,2016-09-07,2016,9
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,2000.0,1088.0,1940,1,A1,479000.0,2017-04-21,2017,4
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A5,11421,1,0,1,1472.0,2250.0,1920,1,A5,470000.0,2016-12-08,2016,12
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,2538.0,1408.0,1920,1,A1,290000.0,2017-08-02,2017,8
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,4000.0,2188.0,1910,1,A1,670000.0,2017-02-02,2017,2
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,2500.0,1712.0,1920,1,A1,500000.0,2016-12-09,2016,12
Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,A1,11421,1,0,1,4037.0,2325.0,1920,1,A1,425000.0,2016-09-07,2016,9
